Image name,MOS,Brightness,Colorfulness,Contrast,Noisiness,Sharpness,Animal,Cityscape,Human,Indoor scene,Landscape,Night scene,Plant,Still-life,Others,Focal length,F-number,Exposure time,ISO,Brightness,Flash,Time0,Time1
02256.jpg,34.73,63.73,63.91,62.6,36.82,20.27,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.7,2.2,0.033335,182,0.0,0,-0.5,-0.866025
02257.jpg,75.67,73.33,73.11,74.88,78.63,78.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.263,2.0,0.04,350,0.0,0,-0.5,-0.866025
02258.jpg,26.8,61.44,53.2,47.0,26.7,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,2.2,0.02,52,0.0,0,-0.5,-0.866025
02259.jpg,64.22,65.22,68.78,69.13,51.67,60.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.66,2.2,0.03003,237,0.0,0,-0.866025,-0.5
02260.jpg,58.89,76.0,72.11,71.75,56.0,60.56,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.7,2.2,0.001191,112,0.0,0,0.707107,-0.707107
02261.jpg,62.09,69.82,69.9,70.6,56.64,65.55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.2,0.030004,400,0.0,0,0.866025,-0.5
02262.jpg,27.0,49.0,56.56,57.88,32.67,21.38,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.15,2.2,0.000585,25,10.585409,0,0.707107,-0.707107
02263.jpg,30.22,37.89,53.33,44.25,33.56,23.78,0.0,0.0,0.0,0.333333,0.0,0.333333,0.333333,0.0,0.0,4.1,1.7,0.00237,200,3.0,0,0.5,-0.866025
02264.jpg,54.4,55.5,59.3,55.44,50.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.66,2.2,0.01,75,0.0,0,-0.707107,-0.707107
02265.jpg,35.63,63.0,65.0,67.75,41.56,32.38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.2,0.001961,114,0.0,0,-0.866025,0.5
02266.jpg,19.8,47.4,39.7,41.88,17.7,13.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.66,2.2,0.03003,171,0.0,0,0.5,-0.866025
02267.jpg,67.88,56.22,53.44,60.25,63.0,70.11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.0,0.00035,50,0.0,0,0.5,-0.866025
02268.jpg,40.27,29.55,41.55,45.6,28.91,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,2.0,0.19,800,0.0,0,0.258819,0.965926
02269.jpg,62.0,71.11,59.67,70.63,56.75,69.38,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.2,0.003053,50,0.0,0,0.258819,-0.965926
02270.jpg,11.22,36.22,22.44,23.88,20.38,7.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.15,2.2,0.058824,1250,0.343269,0,-0.965926,-0.258819
02271.jpg,62.1,54.0,59.8,63.0,62.4,58.1,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.333333,0.0,4.5,2.2,0.03,400,0.0,0,-1.0,0.0
02272.jpg,23.82,58.27,49.09,57.2,18.2,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,2.0,0.05995,400,0.0,0,-1.0,0.0
02273.jpg,76.56,82.22,79.75,81.0,76.33,77.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.5,2.2,0.001751,50,0.0,0,-0.258819,-0.965926
02274.jpg,74.83,78.25,80.45,77.8,73.5,77.58,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.2,1.7,0.00303,50,5.78,0,-0.866025,-0.5
02275.jpg,42.11,64.67,66.89,64.5,31.67,33.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.83,2.2,0.029996,330,0.0,0,-0.5,-0.866025
02276.jpg,58.22,61.8,70.7,65.0,53.8,57.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7,2.2,0.002741,112,0.0,0,0.707107,-0.707107
02277.jpg,51.4,44.2,49.8,58.22,45.6,56.1,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.83,2.2,0.05,574,0.0,0,-0.965926,-0.258819
02278.jpg,19.0,55.9,46.2,59.33,23.4,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,2.0,0.05,200,0.0,0,-1.0,0.0
02279.jpg,58.4,57.1,69.6,64.11,60.3,65.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.2,0.005326,50,0.0,0,-0.866025,-0.5
02280.jpg,14.89,43.78,49.89,48.5,23.33,12.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,2.2,0.029996,400,0.0,0,-1.0,0.0
02281.jpg,26.44,60.33,65.67,61.13,29.33,17.33,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.5,2.2,0.019998,371,0.0,0,-0.866025,-0.5
02282.jpg,66.4,65.36,73.4,66.4,54.3,61.09,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.79,2.0,0.016667,100,0.0,0,-0.707107,-0.707107
02283.jpg,28.8,60.0,67.0,62.56,38.3,22.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,2.2,0.000897,25,8.571138,0,-0.5,-0.866025
02284.jpg,61.44,68.67,72.33,69.38,57.89,67.75,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.83,2.2,0.000697,100,0.0,0,0.258819,-0.965926
02285.jpg,13.7,42.0,37.3,35.78,23.4,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.93,2.2,0.009901,118,0.0,0,-0.707107,-0.707107
02286.jpg,38.22,69.22,75.44,60.5,44.44,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.2,1.7,0.01,100,3.29,0,-0.707107,-0.707107
02287.jpg,23.89,65.5,53.78,53.25,28.33,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,2.2,0.029996,160,0.0,0,-1.0,0.0
02288.jpg,14.89,44.7,38.1,28.13,27.2,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.6,2.2,0.0187,50,0.0,0,-0.707107,-0.707107
02289.jpg,79.75,75.22,71.78,72.63,70.33,76.88,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,4.15,2.2,0.001393,25,9.7195,0,-0.866025,-0.5
02290.jpg,30.0,65.64,65.18,64.56,33.91,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.26,2.0,0.05,400,0.0,0,-1.0,0.0
02291.jpg,28.22,64.9,65.7,64.11,36.6,23.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2.2,0.02,50,0.0,0,0.5,-0.866025
02292.jpg,62.44,75.0,67.44,63.0,58.56,65.56,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.2,0.002457,50,0.0,0,0.5,-0.866025
02293.jpg,64.6,63.0,73.09,70.4,61.4,71.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.99,1.8,0.058824,50,2.703417,0,-0.866025,-0.5
02294.jpg,20.25,66.33,60.33,66.13,32.44,16.56,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,4.6,2.2,0.01075,50,0.0,0,-0.5,-0.866025
02295.jpg,23.0,62.44,54.6,63.56,31.1,12.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.36,1.8,0.000915,50,0.0,1,-0.866025,-0.5
02296.jpg,23.7,65.8,60.5,56.56,33.3,13.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.36,1.8,0.029998,50,0.0,1,-0.5,-0.866025
02297.jpg,72.5,69.4,80.44,77.67,69.5,77.6,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,3.83,1.8,0.0037,50,0.0,0,-0.707107,-0.707107
02298.jpg,12.0,17.44,31.67,34.63,18.67,12.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.15,2.2,0.058824,2000,-4.641838,0,0.707107,0.707107
02299.jpg,67.56,64.11,73.22,69.86,64.56,72.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.26,2.0,0.030303,320,0.0,0,-1.0,0.0
02300.jpg,24.0,54.36,56.0,58.4,37.09,30.64,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.8,2.2,0.000326,200,7.83,0,0.258819,-0.965926
02301.jpg,53.5,57.6,64.4,61.44,54.9,70.44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.83,2.2,0.020004,116,0.0,0,-0.866025,-0.5
02302.jpg,43.0,48.89,55.89,46.63,35.22,46.13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.83,2.2,0.083333,2892,0.0,0,-0.965926,0.258819
02303.jpg,69.75,74.13,78.0,69.75,65.89,78.29,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,3.95,1.8,0.02,185,1.06,0,-0.707107,0.707107
02304.jpg,48.67,61.22,53.67,55.13,30.22,50.44,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.79,2.0,0.001369,50,0.0,0,-0.707107,-0.707107
02305.jpg,57.44,60.0,72.38,60.25,53.22,54.78,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.2,0.000778,50,0.0,0,0.0,-1.0
02306.jpg,65.5,70.8,77.78,73.33,60.9,70.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.15,2.2,0.01,25,6.106745,0,0.0,-1.0
02307.jpg,61.75,55.63,65.75,60.71,69.5,68.38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,1.8,0.000467,100,0.0,0,-0.707107,-0.707107
02308.jpg,43.56,37.11,46.67,54.0,37.67,46.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.82,1.8,0.083333,6400,0.0,0,0.5,-0.866025
02309.jpg,69.0,61.0,74.11,66.0,67.6,76.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7,2.2,0.000631,116,0.0,0,-0.5,-0.866025
02310.jpg,59.9,60.8,75.89,79.13,59.5,69.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.83,2.2,0.079996,2449,0.0,0,-0.258819,0.965926
02311.jpg,72.09,60.58,67.64,70.5,70.09,65.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.95,1.8,0.001199,50,7.91,0,-0.707107,-0.707107
02312.jpg,77.69,68.31,75.15,72.0,65.57,73.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.04,2.0,0.030303,100,3.0,0,-0.866025,-0.5
02313.jpg,37.27,56.33,64.64,49.82,42.92,25.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.79,2.0,0.009996,50,0.0,0,-0.866025,-0.5
02314.jpg,37.4,41.73,64.8,46.1,33.8,28.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,2.2,0.02,64,0.0,0,-0.866025,-0.5
02315.jpg,71.3,63.45,72.3,72.89,65.91,72.67,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,2.2,0.007482,100,0.0,0,-0.707107,-0.707107
02316.jpg,32.3,40.45,54.8,44.3,39.27,21.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,1.8,0.000304,100,0.0,1,-0.5,-0.866025
02317.jpg,31.6,57.27,62.6,54.7,38.75,24.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,2.2,0.030303,32,4.515785,0,-0.707107,-0.707107
02318.jpg,60.11,55.0,66.0,58.3,37.82,54.3,0.0,0.333333,0.333333,0.0,0.0,0.0,0.333333,0.0,0.0,3.66,2.2,0.001162,50,0.0,0,0.5,-0.866025
02319.jpg,36.6,54.27,68.6,54.8,48.09,17.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,4.8,2.2,0.030303,50,3.32,0,1.0,0.0
02320.jpg,81.64,71.17,74.91,70.09,69.25,78.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.04,2.0,0.007299,100,3.0,0,-0.707107,-0.707107
02321.jpg,29.3,57.27,61.7,54.1,45.55,19.1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.15,2.2,0.000468,25,10.904016,0,-0.258819,-0.965926
02322.jpg,76.82,72.64,74.36,70.91,68.83,71.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.95,1.6,0.000465,50,0.0,0,-0.5,-0.866025
02323.jpg,77.18,69.91,73.2,74.0,66.17,78.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.15,2.2,0.00052,25,11.159868,0,-0.866025,-0.5
02324.jpg,76.55,65.54,76.64,72.45,66.77,75.91,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.81,2.2,0.030303,500,0.21,0,0.5,-0.866025
02325.jpg,42.0,54.45,60.6,58.2,46.45,27.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.0,0.010002,47,0.0,0,-0.707107,-0.707107
02326.jpg,29.22,45.91,59.3,51.9,36.36,14.78,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.15,2.2,0.001391,32,8.593018,0,-0.258819,-0.965926
02327.jpg,38.3,49.64,54.9,54.1,43.27,26.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.36,2.2,0.02,50,0.0,0,-0.5,-0.866025
02328.jpg,41.11,54.09,57.9,57.1,49.18,36.56,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.46,2.2,0.04,200,0.0,0,-0.866025,-0.5
02329.jpg,81.25,78.55,78.18,80.09,71.31,77.73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.79,2.0,0.000656,50,0.0,0,0.0,-1.0
02330.jpg,68.1,65.0,81.3,74.9,60.33,58.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.2,1.7,0.001577,50,6.44,0,-0.707107,-0.707107
02331.jpg,36.5,53.45,72.7,59.4,43.36,23.44,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,2.0,0.05,200,0.0,0,-0.5,-0.866025
02332.jpg,32.9,29.45,61.9,36.11,37.0,26.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,2.2,0.03,400,0.0,0,-0.866025,-0.5
02333.jpg,61.55,55.0,58.55,62.55,55.08,55.18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.15,2.2,0.000559,25,10.667606,0,-0.866025,-0.5
02334.jpg,41.0,21.0,49.0,39.9,49.82,39.22,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.2,0.000831,113,0.0,0,-0.5,-0.866025
02335.jpg,45.0,43.17,65.4,49.27,47.75,28.82,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,3.66,2.2,0.0008,400,0.0,0,0.258819,-0.965926
02336.jpg,71.0,67.09,79.56,73.1,53.73,71.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7,2.2,0.008331,110,0.0,0,-0.707107,-0.707107
02337.jpg,31.9,49.36,58.3,46.5,40.82,19.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.79,2.0,0.02,52,0.0,0,0.5,-0.866025
02338.jpg,29.0,51.36,62.4,46.6,36.73,20.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,2.0,0.003646,105,0.0,0,0.258819,-0.965926
02339.jpg,66.82,67.91,69.0,69.5,48.5,67.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.82,2.6,0.001658,100,0.0,0,-0.707107,-0.707107
02340.jpg,82.1,81.82,82.9,82.6,73.55,83.2,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.2,0.007674,50,0.0,0,-0.5,-0.866025
02341.jpg,80.6,73.25,80.4,77.5,73.0,78.7,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.333333,0.0,3.7,2.2,0.001371,119,0.0,0,-0.5,-0.866025
02342.jpg,37.55,63.33,68.55,64.45,50.75,26.91,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,4.15,2.2,0.058824,40,3.180288,0,-0.866025,0.5
02343.jpg,48.7,50.0,69.45,66.36,47.58,56.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.83,2.2,0.0125,1600,0.0,0,0.0,-1.0
02344.jpg,82.0,76.0,87.4,80.2,77.27,75.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.04,2.0,0.002825,100,3.0,0,-0.707107,-0.707107
02345.jpg,77.4,72.73,82.3,80.3,77.18,69.6,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.46,2.2,0.001466,100,0.0,0,-0.258819,-0.965926
02346.jpg,66.1,58.18,75.9,75.6,60.36,56.8,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.46,2.2,0.001555,100,0.0,0,0.258819,-0.965926
02347.jpg,77.4,77.5,82.2,81.4,76.0,74.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,2.2,0.030303,401,0.0,0,-0.965926,-0.258819
02348.jpg,67.1,56.27,75.6,71.7,65.55,66.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,4.1,1.7,0.001376,400,3.0,0,0.5,-0.866025
02349.jpg,47.0,49.27,56.5,70.4,32.7,44.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,2.2,0.007994,125,0.0,0,-0.707107,-0.707107
02350.jpg,82.0,75.27,86.3,81.4,75.0,83.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.46,2.2,0.007634,100,0.0,0,-0.707107,-0.707107
02351.jpg,80.3,70.25,85.6,80.9,70.58,82.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.04,2.0,0.005348,100,0.0,0,-0.5,-0.866025
02352.jpg,77.4,72.73,85.1,80.11,63.45,72.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,2.2,0.029996,160,0.0,0,-0.5,-0.866025
02353.jpg,84.2,79.45,85.4,83.6,68.45,83.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,2.2,0.000871,25,9.86742,0,0.0,-1.0
02354.jpg,51.8,57.6,69.1,67.5,48.73,52.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.263,2.0,0.058824,800,0.0,0,-0.5,-0.866025
02355.jpg,75.4,70.64,86.1,83.0,61.36,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.15,2.2,0.008772,25,6.156142,0,0.707107,-0.707107
02356.jpg,68.1,61.55,83.1,78.7,64.73,77.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.04,2.0,0.05,1200,0.0,0,-0.707107,-0.707107
02357.jpg,37.3,48.36,69.4,60.0,37.09,22.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,2.0,0.059996,162,0.0,0,-1.0,0.0
02358.jpg,23.9,40.27,48.0,42.6,27.36,12.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5,2.2,0.029996,800,0.0,0,-0.866025,0.5
02359.jpg,79.3,82.5,83.7,81.7,68.82,78.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.5,2.2,0.02,64,0.0,0,-0.866025,-0.5
02360.jpg,16.2,25.91,39.2,27.3,21.8,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.26,2.0,0.058824,353,3.0,0,-1.0,0.0
02361.jpg,35.0,48.09,53.1,55.2,27.27,27.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,2.2,0.03003,131,0.0,0,-0.707107,-0.707107
02362.jpg,24.0,34.0,45.27,46.55,23.58,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.95,1.6,0.0005,160,0.0,0,-0.5,-0.866025
02363.jpg,69.1,69.27,68.3,70.9,65.18,73.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88,2.0,0.000766,50,8.35,0,0.0,-1.0
02364.jpg,77.2,77.8,77.8,77.8,76.0,77.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.46,2.2,0.02,200,0.0,0,-0.707107,-0.707107
02365.jpg,26.78,55.45,60.1,60.6,38.27,17.3,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.5,2.0,0.00405,50,0.0,0,0.5,-0.866025
02366.jpg,65.64,67.42,74.91,71.45,64.0,62.55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,2.2,0.029996,177,0.0,0,-0.5,-0.866025
02367.jpg,41.0,44.82,55.3,51.6,40.91,32.7,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,3.83,2.2,0.003148,100,0.0,0,-0.5,-0.866025
02368.jpg,45.18,52.55,60.1,57.0,43.58,35.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,1.7,0.030303,640,-1.08,0,-0.965926,-0.258819
02369.jpg,43.6,50.18,56.7,57.0,28.09,43.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,2.0,0.002037,100,0.0,0,-0.866025,-0.5
02370.jpg,79.5,67.45,79.0,74.9,61.45,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.04,2.0,0.058824,2300,3.0,0,-0.866025,-0.5
02371.jpg,64.8,64.18,74.8,69.4,50.64,65.9,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.2,0.008331,158,0.0,1,-0.5,-0.866025
02372.jpg,85.7,84.9,83.8,81.4,82.0,85.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.2,0.00119,50,0.0,0,-0.5,-0.866025
02373.jpg,35.3,38.73,53.8,53.3,33.2,26.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.2,0.001191,117,0.0,0,-0.5,-0.866025
02374.jpg,35.7,33.82,58.9,48.9,37.91,21.89,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.7,2.2,0.041665,825,0.0,0,-0.707107,-0.707107
02375.jpg,79.73,79.0,80.27,80.64,72.92,81.45,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.15,2.2,0.01,32,5.770129,0,0.5,-0.866025
02376.jpg,66.6,66.73,70.9,72.2,60.45,60.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.99,1.8,0.008696,20,6.175339,0,-0.707107,-0.707107
02377.jpg,74.4,62.0,71.9,70.4,69.82,73.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4.04,2.0,0.01,100,0.0,0,-0.965926,-0.258819
02378.jpg,75.0,62.45,74.0,77.4,65.36,72.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.15,2.2,0.25,200,-0.883963,0,-0.965926,0.258819
02379.jpg,83.91,80.0,83.4,81.55,79.75,84.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.46,2.2,0.02,200,0.0,0,-0.866025,-0.5
02380.jpg,42.44,58.91,66.22,65.56,46.73,21.11,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.5,2.0,0.001578,100,0.0,0,-0.866025,-0.5
02381.jpg,20.2,28.0,47.22,26.44,31.8,21.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,3.7,2.2,0.002381,112,0.0,0,-0.5,-0.866025
02382.jpg,45.75,33.17,59.73,38.67,56.33,56.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.7,2.2,0.001031,112,0.0,1,-0.5,-0.866025
02383.jpg,75.67,78.42,78.36,74.0,73.25,72.64,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.82,1.8,0.01,160,0.0,0,-0.866025,-0.5
02384.jpg,26.67,51.42,45.45,48.33,48.08,28.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.66,2.2,0.01,50,0.0,0,-0.5,-0.866025
02385.jpg,73.0,67.36,62.27,62.91,65.0,71.27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95,1.8,0.000459,50,8.76,0,0.0,-1.0
02386.jpg,50.75,59.17,56.08,55.08,57.33,41.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,2.2,0.02,100,0.0,0,-0.707107,-0.707107
02387.jpg,31.64,58.27,59.36,53.09,48.73,24.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.66,2.2,0.000581,50,0.0,0,-0.5,-0.866025
02388.jpg,84.17,78.75,83.08,80.58,80.5,79.92,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,3.79,2.0,0.000942,100,0.0,0,0.707107,-0.707107
02389.jpg,53.9,48.2,60.9,51.4,56.6,55.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,2.2,0.060003,1600,0.0,0,-0.965926,-0.258819
02390.jpg,58.82,39.55,55.73,38.36,61.91,57.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.95,1.6,0.000142,50,0.0,0,0.5,-0.866025
02391.jpg,33.46,42.31,43.77,41.85,48.08,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.5,2.0,0.001,1600,0.0,0,-0.5,-0.866025
02392.jpg,74.75,71.5,72.25,72.42,74.58,74.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.83,2.2,0.05,627,0.0,0,-0.866025,-0.5
02393.jpg,48.42,53.5,58.08,54.83,57.92,46.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.2,1.7,0.02,80,2.46,0,-0.866025,-0.5
02394.jpg,74.9,73.0,72.9,70.4,71.4,68.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,4.5,2.2,0.000994,50,0.0,0,-0.5,-0.866025
02395.jpg,26.8,54.8,52.7,48.5,36.8,21.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.15,2.2,0.01,32,6.235182,0,-0.866025,-0.5
