ref_name,dist_name,mos,std
I05.BMP,i05_04_4.bmp,4.92683,0.16682
I05.BMP,i05_04_5.bmp,4.40000,0.11619
I05.BMP,i05_05_1.bmp,5.62500,0.14003
I05.BMP,i05_05_2.bmp,5.39024,0.18536
I05.BMP,i05_05_3.bmp,4.70000,0.11292
I05.BMP,i05_05_4.bmp,3.81579,0.09005
I05.BMP,i05_05_5.bmp,2.92308,0.07593
I05.BMP,i05_06_1.bmp,4.37500,0.15284
I05.BMP,i05_06_2.bmp,3.92308,0.14223
I05.BMP,i05_06_3.bmp,3.50000,0.12748
I05.BMP,i05_06_4.bmp,3.31707,0.11666
I05.BMP,i05_06_5.bmp,2.51282,0.11393
I05.BMP,i05_07_1.bmp,5.27500,0.15806
I05.BMP,i05_07_2.bmp,5.26829,0.13808
I05.BMP,i05_07_3.bmp,4.53846,0.13493
I05.BMP,i05_07_4.bmp,4.05128,0.11999
I05.BMP,i05_07_5.bmp,3.14634,0.13162
I05.BMP,i05_08_1.bmp,5.40000,0.14053
I05.BMP,i05_08_2.bmp,4.66667,0.10468
I05.BMP,i05_08_3.bmp,3.65854,0.12725
I05.BMP,i05_08_4.bmp,2.78049,0.10064
I05.BMP,i05_08_5.bmp,1.25000,0.14031
I05.BMP,i05_09_1.bmp,5.82500,0.14953
I05.BMP,i05_09_2.bmp,5.82500,0.12190
I05.BMP,i05_09_3.bmp,5.32500,0.14743
I05.BMP,i05_09_4.bmp,3.50000,0.13229
I05.BMP,i05_09_5.bmp,1.36585,0.14119
I05.BMP,i05_10_1.bmp,5.73171,0.16907
I05.BMP,i05_10_2.bmp,5.15385,0.09272
I05.BMP,i05_10_3.bmp,4.70732,0.16268
I05.BMP,i05_10_4.bmp,3.43902,0.11465
I05.BMP,i05_10_5.bmp,1.87805,0.15501
I05.BMP,I05_11_1.BMP,5.75610,0.14545
I05.BMP,i05_11_2.bmp,5.40000,0.17607
I05.BMP,i05_11_3.bmp,4.50000,0.14142
I05.BMP,i05_11_4.bmp,3.66667,0.11657
I05.BMP,i05_11_5.bmp,2.25000,0.12119
I05.BMP,i05_12_1.bmp,5.68293,0.16699
I05.BMP,i05_12_2.bmp,5.77500,0.16003
I05.BMP,i05_12_3.bmp,5.35000,0.13942
I05.BMP,i05_12_4.bmp,3.80000,0.14663
I05.BMP,i05_12_5.bmp,2.72500,0.13687
I05.BMP,I05_13_1.BMP,5.46341,0.11997
I05.BMP,i05_13_2.bmp,4.90244,0.14958
I05.BMP,i05_13_3.bmp,3.47500,0.09992
I05.BMP,i05_13_4.bmp,2.97561,0.10625
I05.BMP,i05_13_5.bmp,1.97368,0.10842
I05.BMP,i05_14_1.bmp,5.92683,0.14792
I05.BMP,i05_14_2.bmp,5.53659,0.15843
I05.BMP,i05_14_3.bmp,5.60976,0.16134
I05.BMP,i05_14_4.bmp,5.22500,0.19522
I05.BMP,i05_14_5.bmp,4.31707,0.15971
I05.BMP,i05_15_1.bmp,3.05000,0.16183
I05.BMP,i05_15_2.bmp,3.10000,0.14491
I05.BMP,i05_15_3.bmp,3.31707,0.16339
I05.BMP,i05_15_4.bmp,3.90000,0.17248
I05.BMP,i05_15_5.bmp,3.84615,0.15186
I05.BMP,i05_16_1.bmp,6.15000,0.16413
I05.BMP,i05_16_2.bmp,5.95000,0.14979
I05.BMP,i05_16_3.bmp,5.58537,0.18244
I05.BMP,i05_16_4.bmp,5.09756,0.20349
I05.BMP,i05_16_5.bmp,4.25000,0.17589
I05.BMP,i05_17_1.bmp,5.30000,0.15890
I05.BMP,i05_17_2.bmp,6.82927,0.20668
I05.BMP,i05_17_3.bmp,4.02500,0.13914
I05.BMP,i05_17_4.bmp,6.56098,0.23910
I05.BMP,i05_17_5.bmp,2.80000,0.14663
I05.BMP,i05_18_1.bmp,4.77500,0.15202
I05.BMP,i05_18_2.bmp,4.20513,0.13164
I05.BMP,i05_18_3.bmp,3.74359,0.15264
I05.BMP,i05_18_4.bmp,3.53846,0.13972
I05.BMP,i05_18_5.bmp,3.15000,0.22514
I05.BMP,i05_19_1.bmp,5.17500,0.16158
I05.BMP,i05_19_2.bmp,4.80488,0.17662
I05.BMP,i05_19_3.bmp,4.22500,0.11450
I05.BMP,i05_19_4.bmp,3.65000,0.11484
I05.BMP,i05_19_5.bmp,3.36585,0.11827
I05.BMP,i05_20_1.bmp,5.68293,0.18395
I05.BMP,i05_20_2.bmp,5.56098,0.17939
I05.BMP,i05_20_3.bmp,5.02439,0.15613
I05.BMP,i05_20_4.bmp,4.47500,0.12241
I05.BMP,i05_20_5.bmp,3.28205,0.09559
I05.BMP,i05_21_1.bmp,5.60000,0.11619
I05.BMP,i05_21_2.bmp,4.92500,0.11931
I05.BMP,i05_21_3.bmp,4.36585,0.11312
I05.BMP,i05_21_4.bmp,3.35000,0.10338
I05.BMP,i05_21_5.bmp,2.47500,0.09992
I05.BMP,i05_22_1.bmp,5.27500,0.15806
I05.BMP,i05_22_2.bmp,5.25000,0.14895
I05.BMP,i05_22_3.bmp,4.75610,0.13261
I05.BMP,i05_22_4.bmp,4.10000,0.11619
I05.BMP,i05_22_5.bmp,3.17073,0.12390
I05.BMP,i05_23_1.bmp,5.73171,0.16188
I05.BMP,i05_23_2.bmp,5.57500,0.12692
I05.BMP,i05_23_3.bmp,5.63415,0.16089
I05.BMP,i05_23_4.bmp,5.75610,0.16098
I05.BMP,i05_23_5.bmp,5.43902,0.17605
I05.BMP,i05_24_1.bmp,5.52500,0.14572
I05.BMP,i05_24_2.bmp,5.60976,0.17547
I05.BMP,i05_24_3.bmp,5.20000,0.16279
I05.BMP,i05_24_4.bmp,3.95122,0.13776
I05.BMP,i05_24_5.bmp,2.60976,0.12378
I06.BMP,I06_01_1.bmp,5.75676,0.17684
I06.BMP,i06_01_2.bmp,5.16667,0.15957
I06.BMP,i06_01_3.bmp,5.02703,0.14548
I06.BMP,i06_01_4.bmp,4.31429,0.11967
I06.BMP,i06_01_5.bmp,3.61111,0.11966
I06.BMP,i06_02_1.bmp,6.16216,0.20410
I06.BMP,i06_02_2.bmp,5.78378,0.17572
I06.BMP,i06_02_3.bmp,5.45946,0.16033
I06.BMP,i06_02_4.bmp,4.83333,0.11453
I06.BMP,i06_02_5.bmp,4.38889,0.13765
I06.BMP,i06_03_1.bmp,4.58333,0.12653
I06.BMP,i06_03_2.bmp,4.05714,0.10647
I06.BMP,i06_03_3.bmp,3.47222,0.12099
I06.BMP,i06_03_4.bmp,2.94595,0.10073
I06.BMP,i06_03_5.bmp,2.50000,0.08333
I06.BMP,i06_04_1.bmp,5.83333,0.17786
I06.BMP,i06_04_2.bmp,5.86111,0.17635
I06.BMP,i06_04_3.bmp,5.69444,0.17489
I06.BMP,i06_04_4.bmp,5.08108,0.18081
I06.BMP,i06_04_5.bmp,4.58333,0.15897
I06.BMP,i06_05_1.bmp,5.91892,0.15469
I06.BMP,i06_05_2.bmp,5.71429,0.12501
I06.BMP,i06_05_3.bmp,4.97297,0.15519
I06.BMP,i06_05_4.bmp,4.02857,0.09464
I06.BMP,i06_05_5.bmp,2.94595,0.11432
I06.BMP,i06_06_1.bmp,4.61111,0.15849
I06.BMP,i06_06_2.bmp,4.38889,0.16329
I06.BMP,i06_06_3.bmp,3.77778,0.13095
I06.BMP,i06_06_4.bmp,3.52778,0.12099
I06.BMP,i06_06_5.bmp,3.05405,0.09320
I06.BMP,i06_07_1.bmp,5.32432,0.17538
I06.BMP,i06_07_2.bmp,5.11429,0.11264
I06.BMP,i06_07_3.bmp,4.40541,0.14534
I06.BMP,i06_07_4.bmp,3.14286,0.10799
I06.BMP,i06_07_5.bmp,2.68571,0.11967
I06.BMP,i06_08_1.bmp,5.18919,0.13151
I06.BMP,i06_08_2.bmp,4.58333,0.12653
I06.BMP,i06_08_3.bmp,3.48571,0.08448
I06.BMP,i06_08_4.bmp,2.70270,0.09256
I06.BMP,i06_08_5.bmp,2.05405,0.08500
I06.BMP,i06_09_1.bmp,6.05405,0.17070
I06.BMP,i06_09_2.bmp,5.86486,0.16732
I06.BMP,i06_09_3.bmp,4.86486,0.13330
I06.BMP,i06_09_4.bmp,3.00000,0.10393
I06.BMP,i06_09_5.bmp,1.65714,0.08983
I06.BMP,i06_10_1.bmp,5.83784,0.15532
I06.BMP,i06_10_2.bmp,5.62857,0.12179
I06.BMP,i06_10_3.bmp,5.42857,0.13574
I06.BMP,i06_10_4.bmp,3.16216,0.13521
I06.BMP,i06_10_5.bmp,1.77778,0.09711
I06.BMP,I06_11_1.BMP,5.54054,0.13015
I06.BMP,i06_11_2.bmp,5.19444,0.15123
I06.BMP,i06_11_3.bmp,4.50000,0.12108
I06.BMP,i06_11_4.bmp,3.08108,0.11064
I06.BMP,i06_11_5.bmp,0.75676,0.11081
I06.BMP,i06_12_1.bmp,5.86111,0.16737
I06.BMP,i06_12_2.bmp,4.75000,0.15404
I06.BMP,i06_12_3.bmp,4.35135,0.14411
I06.BMP,i06_12_4.bmp,3.62857,0.12832
I06.BMP,i06_12_5.bmp,3.83784,0.15532
I06.BMP,I06_13_1.BMP,4.67568,0.14830
I06.BMP,i06_13_2.bmp,4.82857,0.12445
I06.BMP,i06_13_3.bmp,4.17143,0.09464
I06.BMP,i06_13_4.bmp,3.19444,0.12922
I06.BMP,i06_13_5.bmp,2.70270,0.10014
I06.BMP,i06_14_1.bmp,6.00000,0.14569
I06.BMP,i06_14_2.bmp,6.00000,0.16216
I06.BMP,i06_14_3.bmp,4.77143,0.16206
I06.BMP,i06_14_4.bmp,4.33333,0.16197
I06.BMP,i06_14_5.bmp,4.30556,0.15123
I06.BMP,i06_15_1.bmp,3.62162,0.19621
I06.BMP,i06_15_2.bmp,3.32432,0.16684
I06.BMP,i06_15_3.bmp,3.75000,0.18582
I06.BMP,i06_15_4.bmp,4.40541,0.17706
I06.BMP,i06_15_5.bmp,4.83333,0.18634
I06.BMP,i06_16_1.bmp,5.56757,0.18545
I06.BMP,i06_16_2.bmp,6.25000,0.15404
I06.BMP,i06_16_3.bmp,5.08333,0.14894
I06.BMP,i06_16_4.bmp,5.83784,0.20765
I06.BMP,i06_16_5.bmp,4.13889,0.17635
I06.BMP,i06_17_1.bmp,5.55556,0.15438
I06.BMP,i06_17_2.bmp,6.08108,0.16826
I06.BMP,i06_17_3.bmp,4.05556,0.14134
I06.BMP,i06_17_4.bmp,5.83784,0.29978
I06.BMP,i06_17_5.bmp,3.37838,0.14480
I06.BMP,i06_18_1.bmp,5.20000,0.11986
I06.BMP,i06_18_2.bmp,4.36111,0.17635
I06.BMP,i06_18_3.bmp,3.88889,0.12897
I06.BMP,i06_18_4.bmp,3.72973,0.16506
I06.BMP,i06_18_5.bmp,3.78378,0.17572
I06.BMP,i06_19_1.bmp,5.33333,0.14164
I06.BMP,i06_19_2.bmp,5.27027,0.16057
I06.BMP,i06_19_3.bmp,4.94595,0.16192
I06.BMP,i06_19_4.bmp,4.19444,0.16111
I06.BMP,i06_19_5.bmp,3.59459,0.11117
I06.BMP,i06_20_1.bmp,5.61111,0.14844
I06.BMP,i06_20_2.bmp,5.27778,0.16486
I06.BMP,i06_20_3.bmp,5.59459,0.14023
I06.BMP,i06_20_4.bmp,4.94595,0.16637
I06.BMP,i06_20_5.bmp,3.97297,0.11772
I06.BMP,i06_21_1.bmp,5.70270,0.17459
I06.BMP,i06_21_2.bmp,5.11111,0.13482
I06.BMP,i06_21_3.bmp,4.71429,0.11118
I06.BMP,i06_21_4.bmp,3.63889,0.13119
I06.BMP,i06_21_5.bmp,2.80556,0.10985
I06.BMP,i06_22_1.bmp,5.63889,0.16270
I06.BMP,i06_22_2.bmp,5.27778,0.15521
I06.BMP,i06_22_3.bmp,4.16216,0.14051
I06.BMP,i06_22_4.bmp,3.56757,0.11170
I06.BMP,i06_22_5.bmp,2.97297,0.14548
I06.BMP,i06_23_1.bmp,5.91429,0.15842
I06.BMP,i06_23_2.bmp,5.80556,0.14065
I06.BMP,i06_23_3.bmp,5.67568,0.20245
I06.BMP,i06_23_4.bmp,5.32432,0.20245
I06.BMP,i06_23_5.bmp,2.34286,0.08023
I06.BMP,i06_24_1.bmp,5.83784,0.17728
I06.BMP,i06_24_2.bmp,5.80000,0.16061
I06.BMP,i06_24_3.bmp,4.81081,0.15684
I06.BMP,i06_24_4.bmp,3.21622,0.09467
I06.BMP,i06_24_5.bmp,0.88889,0.12897
I07.BMP,I07_01_1.bmp,5.68182,0.11928
I07.BMP,i07_01_2.bmp,5.09091,0.11507
I07.BMP,i07_01_3.bmp,4.80000,0.12008
I07.BMP,i07_01_4.bmp,4.45455,0.11343
I07.BMP,i07_01_5.bmp,3.97619,0.09214
I07.BMP,i07_02_1.bmp,6.04444,0.14386
I07.BMP,i07_02_2.bmp,5.86364,0.13481
I07.BMP,i07_02_3.bmp,5.55814,0.12865
I07.BMP,i07_02_4.bmp,5.23256,0.10827
I07.BMP,i07_02_5.bmp,4.75556,0.12235
I07.BMP,i07_03_1.bmp,4.93333,0.10135
I07.BMP,i07_03_2.bmp,4.22727,0.09569
I07.BMP,i07_03_3.bmp,3.73333,0.09635
I07.BMP,i07_03_4.bmp,3.31111,0.09335
I07.BMP,i07_03_5.bmp,2.73333,0.10611
I07.BMP,i07_04_1.bmp,5.86667,0.14264
I07.BMP,i07_04_2.bmp,6.00000,0.13333
I07.BMP,i07_04_3.bmp,5.42222,0.17635
I07.BMP,i07_04_4.bmp,4.95122,0.08415
I07.BMP,i07_04_5.bmp,4.20930,0.12110
I07.BMP,i07_05_1.bmp,6.04444,0.17201
I07.BMP,i07_05_2.bmp,5.80000,0.16510
I07.BMP,i07_05_3.bmp,5.15909,0.10632
I07.BMP,i07_05_4.bmp,4.27907,0.08902
I07.BMP,i07_05_5.bmp,3.31818,0.08365
I07.BMP,i07_06_1.bmp,4.83333,0.13434
I07.BMP,i07_06_2.bmp,4.61364,0.13336
I07.BMP,i07_06_3.bmp,4.15909,0.09612
I07.BMP,i07_06_4.bmp,3.75000,0.11644
I07.BMP,i07_06_5.bmp,3.31818,0.10048
I07.BMP,i07_07_1.bmp,5.58140,0.11964
I07.BMP,i07_07_2.bmp,5.19048,0.10774
I07.BMP,i07_07_3.bmp,4.31818,0.11487
I07.BMP,i07_07_4.bmp,3.62222,0.11880
I07.BMP,i07_07_5.bmp,2.83721,0.10364
I07.BMP,i07_08_1.bmp,5.86364,0.15277
I07.BMP,i07_08_2.bmp,5.53333,0.12413
I07.BMP,i07_08_3.bmp,4.58140,0.13251
I07.BMP,i07_08_4.bmp,3.42222,0.12761
I07.BMP,i07_08_5.bmp,2.63636,0.08559
I07.BMP,i07_09_1.bmp,6.42222,0.12761
I07.BMP,i07_09_2.bmp,6.02222,0.14568
I07.BMP,i07_09_3.bmp,5.22727,0.13199
I07.BMP,i07_09_4.bmp,3.97674,0.10651
I07.BMP,i07_09_5.bmp,2.46667,0.10232
I07.BMP,i07_10_1.bmp,6.13333,0.16510
I07.BMP,i07_10_2.bmp,5.88636,0.15487
I07.BMP,i07_10_3.bmp,5.04545,0.10141
I07.BMP,i07_10_4.bmp,3.70455,0.09414
I07.BMP,i07_10_5.bmp,2.22727,0.10094
I07.BMP,I07_11_1.BMP,5.48837,0.12027
I07.BMP,i07_11_2.bmp,4.51111,0.09749
I07.BMP,i07_11_3.bmp,3.43182,0.08742
I07.BMP,i07_11_4.bmp,2.42222,0.11106
I07.BMP,i07_11_5.bmp,0.97727,0.10409
I07.BMP,i07_12_1.bmp,5.34091,0.16371
I07.BMP,i07_12_2.bmp,4.72727,0.13002
I07.BMP,i07_12_3.bmp,3.53333,0.10704
I07.BMP,i07_12_4.bmp,2.86364,0.09421
I07.BMP,i07_12_5.bmp,2.51111,0.10243
I07.BMP,I07_13_1.BMP,4.58140,0.11964
I07.BMP,i07_13_2.bmp,4.06818,0.08742
I07.BMP,i07_13_3.bmp,3.37209,0.07371
I07.BMP,i07_13_4.bmp,2.72727,0.08108
I07.BMP,i07_13_5.bmp,2.51111,0.10714
I07.BMP,i07_14_1.bmp,5.79545,0.12686
I07.BMP,i07_14_2.bmp,6.15909,0.14354
I07.BMP,i07_14_3.bmp,5.70455,0.12686
I07.BMP,i07_14_4.bmp,5.22222,0.13292
I07.BMP,i07_14_5.bmp,4.20455,0.12686
I07.BMP,i07_15_1.bmp,3.63636,0.13671
I07.BMP,i07_15_2.bmp,3.28889,0.18492
I07.BMP,i07_15_3.bmp,3.04545,0.15731
I07.BMP,i07_15_4.bmp,3.34091,0.16990
I07.BMP,i07_15_5.bmp,3.65116,0.15733
I07.BMP,i07_16_1.bmp,6.20455,0.14222
I07.BMP,i07_16_2.bmp,6.34884,0.11805
I07.BMP,i07_16_3.bmp,5.93333,0.13481
I07.BMP,i07_16_4.bmp,5.35556,0.17542
I07.BMP,i07_16_5.bmp,4.81818,0.13358
I07.BMP,i07_17_1.bmp,5.54545,0.12220
I07.BMP,i07_17_2.bmp,6.40000,0.19219
I07.BMP,i07_17_3.bmp,4.40476,0.12168
I07.BMP,i07_17_4.bmp,6.72727,0.20920
I07.BMP,i07_17_5.bmp,3.34091,0.14709
I07.BMP,i07_18_1.bmp,5.38636,0.10273
I07.BMP,i07_18_2.bmp,4.95455,0.13234
I07.BMP,i07_18_3.bmp,4.37778,0.11456
I07.BMP,i07_18_4.bmp,3.86364,0.11405
I07.BMP,i07_18_5.bmp,3.63636,0.17035
I07.BMP,i07_19_1.bmp,5.86667,0.12413
I07.BMP,i07_19_2.bmp,5.44444,0.13898
I07.BMP,i07_19_3.bmp,4.80000,0.11590
I07.BMP,i07_19_4.bmp,4.11364,0.10273
I07.BMP,i07_19_5.bmp,3.70455,0.08849
I07.BMP,i07_20_1.bmp,5.75000,0.10720
I07.BMP,i07_20_2.bmp,5.42222,0.13513
I07.BMP,i07_20_3.bmp,4.41860,0.10521
I07.BMP,i07_20_4.bmp,3.62222,0.11017
I07.BMP,i07_20_5.bmp,2.93023,0.07639
I07.BMP,i07_21_1.bmp,5.66667,0.16630
I07.BMP,i07_21_2.bmp,4.95455,0.13619
I07.BMP,i07_21_3.bmp,4.11111,0.10987
I07.BMP,i07_21_4.bmp,3.38636,0.09213
I07.BMP,i07_21_5.bmp,2.32558,0.09139
I07.BMP,i07_22_1.bmp,5.93333,0.15524
I07.BMP,i07_22_2.bmp,5.23256,0.11315
I07.BMP,i07_22_3.bmp,4.65116,0.08629
I07.BMP,i07_22_4.bmp,4.14286,0.05399
I07.BMP,i07_22_5.bmp,2.65909,0.13989
I07.BMP,i07_23_1.bmp,6.02222,0.15231
I07.BMP,i07_23_2.bmp,5.73333,0.14538
I07.BMP,i07_23_3.bmp,5.04444,0.15382
I07.BMP,i07_23_4.bmp,4.20930,0.12549
I07.BMP,i07_23_5.bmp,2.64444,0.11399
I07.BMP,i07_24_1.bmp,5.72093,0.10043
I07.BMP,i07_24_2.bmp,4.93333,0.13842
I07.BMP,i07_24_3.bmp,3.86364,0.09954
I07.BMP,i07_24_4.bmp,2.25000,0.11644
I07.BMP,i07_24_5.bmp,0.47619,0.08410
I08.BMP,I08_01_1.bmp,5.54839,0.15697
I08.BMP,i08_01_2.bmp,4.70968,0.13832
I08.BMP,i08_01_3.bmp,4.83871,0.17128
I08.BMP,i08_01_4.bmp,4.10000,0.10904
I08.BMP,i08_01_5.bmp,3.54839,0.11930
I08.BMP,i08_02_1.bmp,5.59375,0.16453
I08.BMP,i08_02_2.bmp,5.54839,0.15697
I08.BMP,i08_02_3.bmp,5.40625,0.19695
I08.BMP,i08_02_4.bmp,5.22581,0.13463
I08.BMP,i08_02_5.bmp,4.64516,0.11674
I08.BMP,i08_03_1.bmp,4.64516,0.14097
I08.BMP,i08_03_2.bmp,4.29032,0.08152
I08.BMP,i08_03_3.bmp,3.46667,0.09108
I08.BMP,i08_03_4.bmp,2.96875,0.10350
I08.BMP,i08_03_5.bmp,2.34375,0.12191
I08.BMP,i08_04_1.bmp,6.06452,0.17630
I08.BMP,i08_04_2.bmp,5.83871,0.20451
I08.BMP,i08_04_3.bmp,5.62500,0.21986
I08.BMP,i08_04_4.bmp,5.43750,0.14616
I08.BMP,i08_04_5.bmp,4.96774,0.18522
I08.BMP,i08_05_1.bmp,5.33333,0.12766
I08.BMP,i08_05_2.bmp,5.45161,0.16346
I08.BMP,i08_05_3.bmp,4.71875,0.13430
I08.BMP,i08_05_4.bmp,3.96774,0.12480
I08.BMP,i08_05_5.bmp,3.12500,0.10597
I08.BMP,i08_06_1.bmp,4.38710,0.14192
I08.BMP,i08_06_2.bmp,4.09375,0.18413
I08.BMP,i08_06_3.bmp,3.93333,0.12413
I08.BMP,i08_06_4.bmp,3.61290,0.14192
I08.BMP,i08_06_5.bmp,3.06452,0.12014
I08.BMP,i08_07_1.bmp,5.50000,0.19764
I08.BMP,i08_07_2.bmp,4.64516,0.18558
I08.BMP,i08_07_3.bmp,4.16667,0.16387
I08.BMP,i08_07_4.bmp,3.45161,0.11930
I08.BMP,i08_07_5.bmp,2.38710,0.13438
I08.BMP,i08_08_1.bmp,5.21875,0.16378
I08.BMP,i08_08_2.bmp,4.59375,0.13154
I08.BMP,i08_08_3.bmp,3.90323,0.11500
I08.BMP,i08_08_4.bmp,2.87097,0.12693
I08.BMP,i08_08_5.bmp,1.96774,0.14049
I08.BMP,i08_09_1.bmp,5.70968,0.17187
I08.BMP,i08_09_2.bmp,5.87500,0.20131
I08.BMP,i08_09_3.bmp,5.03125,0.23997
I08.BMP,i08_09_4.bmp,3.50000,0.13975
I08.BMP,i08_09_5.bmp,1.75000,0.18222
I08.BMP,i08_10_1.bmp,5.96774,0.20137
I08.BMP,i08_10_2.bmp,5.59375,0.15219
I08.BMP,i08_10_3.bmp,4.68750,0.12837
I08.BMP,i08_10_4.bmp,3.21875,0.13789
I08.BMP,i08_10_5.bmp,1.34375,0.18011
I08.BMP,I08_11_1.BMP,6.00000,0.16448
I08.BMP,i08_11_2.bmp,5.25000,0.17116
I08.BMP,i08_11_3.bmp,4.56667,0.13891
I08.BMP,i08_11_4.bmp,4.19355,0.12426
I08.BMP,i08_11_5.bmp,2.26667,0.12413
I08.BMP,i08_12_1.bmp,6.19355,0.21601
I08.BMP,i08_12_2.bmp,5.74194,0.12877
I08.BMP,i08_12_3.bmp,5.50000,0.17116
I08.BMP,i08_12_4.bmp,4.81250,0.19484
I08.BMP,i08_12_5.bmp,4.25000,0.23799
I08.BMP,I08_13_1.BMP,5.78125,0.16964
I08.BMP,i08_13_2.bmp,3.26667,0.11483
I08.BMP,i08_13_3.bmp,4.38710,0.20237
I08.BMP,i08_13_4.bmp,2.73333,0.12413
I08.BMP,i08_13_5.bmp,2.12500,0.17539
I08.BMP,i08_14_1.bmp,5.65625,0.16304
I08.BMP,i08_14_2.bmp,5.43750,0.16499
I08.BMP,i08_14_3.bmp,4.87097,0.21755
I08.BMP,i08_14_4.bmp,4.75000,0.19264
I08.BMP,i08_14_5.bmp,4.00000,0.25388
I08.BMP,i08_15_1.bmp,3.77419,0.17497
I08.BMP,i08_15_2.bmp,2.93548,0.20369
I08.BMP,i08_15_3.bmp,3.28125,0.19880
I08.BMP,i08_15_4.bmp,3.68750,0.15586
I08.BMP,i08_15_5.bmp,3.51613,0.15718
I08.BMP,i08_16_1.bmp,6.06250,0.21622
I08.BMP,i08_16_2.bmp,5.75000,0.18222
I08.BMP,i08_16_3.bmp,5.87097,0.23146
I08.BMP,i08_16_4.bmp,4.90323,0.16035
I08.BMP,i08_16_5.bmp,4.56667,0.19823
I08.BMP,i08_17_1.bmp,5.40625,0.15219
I08.BMP,i08_17_2.bmp,5.58065,0.18684
I08.BMP,i08_17_3.bmp,4.18750,0.17918
I08.BMP,i08_17_4.bmp,5.06452,0.21366
I08.BMP,i08_17_5.bmp,3.25806,0.18792
I08.BMP,i08_18_1.bmp,4.25000,0.15934
I08.BMP,i08_18_2.bmp,3.74194,0.14403
I08.BMP,i08_18_3.bmp,2.93750,0.17643
I08.BMP,i08_18_4.bmp,2.84375,0.16001
I08.BMP,i08_18_5.bmp,2.87097,0.28026
I08.BMP,i08_19_1.bmp,5.38710,0.18630
I08.BMP,i08_19_2.bmp,4.93548,0.12014
I08.BMP,i08_19_3.bmp,4.68750,0.14278
I08.BMP,i08_19_4.bmp,4.03226,0.13288
I08.BMP,i08_19_5.bmp,3.59375,0.10698
I08.BMP,i08_20_1.bmp,5.87097,0.19216
I08.BMP,i08_20_2.bmp,5.96774,0.16752
I08.BMP,i08_20_3.bmp,5.26667,0.13278
I08.BMP,i08_20_4.bmp,4.62500,0.14490
I08.BMP,i08_20_5.bmp,3.81250,0.14278
I08.BMP,i08_21_1.bmp,5.68750,0.17918
I08.BMP,i08_21_2.bmp,4.93548,0.12851
I08.BMP,i08_21_3.bmp,4.29032,0.10396
I08.BMP,i08_21_4.bmp,3.80645,0.12426
I08.BMP,i08_21_5.bmp,2.67742,0.10588
I08.BMP,i08_22_1.bmp,5.61290,0.17477
I08.BMP,i08_22_2.bmp,5.45161,0.11930
I08.BMP,i08_22_3.bmp,4.16129,0.18863
I08.BMP,i08_22_4.bmp,3.06250,0.11640
I08.BMP,i08_22_5.bmp,2.37500,0.13800
I08.BMP,i08_23_1.bmp,6.03226,0.17951
I08.BMP,i08_23_2.bmp,6.16129,0.17128
I08.BMP,i08_23_3.bmp,5.67742,0.13212
I08.BMP,i08_23_4.bmp,5.50000,0.12247
I08.BMP,i08_23_5.bmp,5.43750,0.21166
I08.BMP,i08_24_1.bmp,5.93548,0.18774
I08.BMP,i08_24_2.bmp,5.78125,0.18611
I08.BMP,i08_24_3.bmp,5.29032,0.18358
I08.BMP,i08_24_4.bmp,3.96774,0.12480
I08.BMP,i08_24_5.bmp,2.62500,0.16388
I09.BMP,I09_01_1.bmp,5.36364,0.16497
I09.BMP,i09_01_2.bmp,5.00000,0.09882
I09.BMP,i09_01_3.bmp,4.54545,0.12921
I09.BMP,i09_01_4.bmp,4.03226,0.09660
I09.BMP,i09_01_5.bmp,3.63636,0.10337
I09.BMP,i09_02_1.bmp,5.87879,0.16463
I09.BMP,i09_02_2.bmp,6.03030,0.17400
I09.BMP,i09_02_3.bmp,5.56250,0.15269
I09.BMP,i09_02_4.bmp,4.87500,0.10597
I09.BMP,i09_02_5.bmp,4.54545,0.12190
I09.BMP,i09_03_1.bmp,4.60606,0.11289
I09.BMP,i09_03_2.bmp,4.09375,0.11145
I09.BMP,i09_03_3.bmp,3.69697,0.14523
I09.BMP,i09_03_4.bmp,3.25000,0.10825
I09.BMP,i09_03_5.bmp,2.87879,0.09347
I09.BMP,i09_04_1.bmp,5.74194,0.12042
I09.BMP,i09_04_2.bmp,5.59375,0.10698
I09.BMP,i09_04_3.bmp,5.38710,0.14192
I09.BMP,i09_04_4.bmp,4.67742,0.09555
I09.BMP,i09_04_5.bmp,4.27273,0.13050
I09.BMP,i09_05_1.bmp,5.93548,0.13637
I09.BMP,i09_05_2.bmp,5.50000,0.13258
I09.BMP,i09_05_3.bmp,4.96875,0.12090
I09.BMP,i09_05_4.bmp,4.09091,0.12394
I09.BMP,i09_05_5.bmp,3.59375,0.10698
I09.BMP,i09_06_1.bmp,5.21875,0.14479
I09.BMP,i09_06_2.bmp,4.31250,0.13577
I09.BMP,i09_06_3.bmp,4.16129,0.10299
I09.BMP,i09_06_4.bmp,3.81250,0.10305
I09.BMP,i09_06_5.bmp,3.34375,0.10467
I09.BMP,i09_07_1.bmp,4.87879,0.17012
I09.BMP,i09_07_2.bmp,4.75000,0.11693
I09.BMP,i09_07_3.bmp,4.12903,0.16284
I09.BMP,i09_07_4.bmp,3.66667,0.13324
I09.BMP,i09_07_5.bmp,2.70968,0.12236
I09.BMP,i09_08_1.bmp,5.87500,0.16973
I09.BMP,i09_08_2.bmp,5.24242,0.14233
